-106,-352,-470
-110,-312,-470
-128.25,-295.5789473684,-470
-143.25,-309.8947368421,-470
-151,-349.4736842105,-470
-148,-391.1578947368,-470
-133.25,-406.3157894737,-470
-115.5,-391.5789473684,-470
-103,-351.1578947368,-453
-109.25,-309.0526315789,-453
-125.5,-290.1052631579,-453
-144,-304.8421052632,-453
-152.25,-344.4210526316,-453
-150,-383.1578947368,-453
-137.25,-413.0526315789,-453
-110,-390.7368421053,-453
-101.5,-345.2631578947,-436
-108.5,-305.2631578947,-436
-124.25,-282.1052631579,-436
-142.5,-295.5789473684,-436
-152.25,-338.5263157895,-436
-150.5,-377.6842105263,-436
-143.25,-414.7368421053,-436
-118.5,-402.5263157895,-436
-103.5,-362.5263157895,-419
-103.5,-312,-419
-123,-271.1578947368,-419
-141.5,-285.4736842105,-419
-149.5,-330.5263157895,-419
-153.5,-386.5263157895,-419
-138,-427.7894736842,-419
-120.25,-408.4210526316,-419
-99.25,-336.8421052632,-402
-105.5,-286.3157894737,-402
-131.5,-260.2105263158,-402
-153,-308.6315789474,-402
-156.5,-371.3684210526,-402
-150.5,-428.6315789474,-402
-126.25,-427.7894736842,-402
-112.25,-384,-402
-109.5,-368.8421052632,-385
-100.25,-309.0526315789,-385
-122.25,-249.2631578947,-385
-150,-256,-385
-155.25,-316.6315789474,-385
-159.5,-373.0526315789,-385
-151.25,-422.7368421053,-385
-123,-420.2105263158,-385
-101,-302.3157894737,-368
-114,-249.6842105263,-368
-145,-230.7368421053,-368
-158.5,-279.5789473684,-368
-152.25,-322.5263157895,-368
-153.5,-362.1052631579,-368
-149.5,-398.3157894737,-368
-118.25,-395.7894736842,-368
-109.25,-261.4736842105,-351
-124,-229.4736842105,-351
-152.25,-214.7368421053,-351
-164.5,-264.4210526316,-351
-143.25,-321.6842105263,-351
-131,-365.8947368421,-351
-112.25,-363.7894736842,-351
-101.25,-319.1578947368,-351
-117.5,-233.2631578947,-334
-137.25,-204.6315789474,-334
-150.5,-182.3157894737,-334
-168,-221.0526315789,-334
-159,-266.9473684211,-334
-129.25,-320.4210526316,-334
-106.5,-333.8947368421,-334
-102.5,-273.6842105263,-334
-140,-269.4736842105,-317
-117,-310.3157894737,-317
-100,-290.5263157895,-317
-103.25,-231.1578947368,-317
-116,-209.6842105263,-317
-124.25,-191.1578947368,-317
-135.25,-175.1578947368,-317
-151,-154.9473684211,-317
-162.5,-197.4736842105,-317
-162.5,-239.1578947368,-317
-102.5,-259.7894736842,-300
-105.25,-200.8421052632,-300
-117.25,-187.7894736842,-300
-125.25,-176.8421052632,-300
-132.5,-156.6315789474,-300
-141.25,-170.5263157895,-300
-141,-210.9473684211,-300
-131.5,-254.7368421053,-300
-113,-277.8947368421,-300
