SegmentName:,X-coord:,Y-coord:,Z-coord:,Area:,Elasticity:,Thickness:,Radius:,Type:,BC:,Total Nodes:
left_radial_artery,270.44,-121.21,823.34,6.2E-06,600000,0.0004,1.305,Artery,,
left_radial_artery,278.41,-119.14,792.14,6.2E-06,600000,0.0004,0.93851,Artery,terminal,
left_ulnar_artery,213.85,-80.244,1009.5,6.2E-06,600000,0.0004,1.8299,Artery,,
left_ulnar_artery,212.98,-78.828,999.14,6.2E-06,600000,0.0004,1.797,Artery,bifurcation,
left_ulnar_artery,213.25,-85.493,982.26,3.8E-06,600000,0.0004,1.7584,Artery,,
left_ulnar_artery,214.23,-96.217,962.45,3.8E-06,600000,0.0004,1.6931,Artery,,
left_ulnar_artery,215.15,-101.56,928.98,3.8E-06,600000,0.0004,1.6111,Artery,,
left_ulnar_artery,221.02,-105.22,893.59,3.8E-06,600000,0.0004,1.5121,Artery,,
left_ulnar_artery,228.77,-111.98,868.46,3.8E-06,600000,0.0004,1.4446,Artery,,
left_ulnar_artery,235.44,-121.22,844.1,3.8E-06,600000,0.0004,1.3709,Artery,,
left_ulnar_artery,239.83,-128.52,820.37,3.8E-06,600000,0.0004,1.3085,Artery,,
left_ulnar_artery,242.49,-128.92,795.86,3.8E-06,600000,0.0004,1.1698,Artery,terminal,
left_interosseous_artery,216.98,-72.703,997.22,1.4E-06,800000,0.0002,1.2523,Artery,,
left_interosseous_artery,221.48,-75.27,992.92,1.4E-06,800000,0.0002,1.07,Artery,,
left_interosseous_artery,221.79,-81.864,982.86,1.4E-06,800000,0.0002,1.0653,Artery,,
left_interosseous_artery,223.61,-86.94,970.93,1.4E-06,800000,0.0002,0.99042,Artery,,
left_interosseous_artery,230.27,-87.378,952.61,1.4E-06,800000,0.0002,0.90903,Artery,,
left_interosseous_artery,235.35,-89.824,933.64,1.4E-06,800000,0.0002,0.7718,Artery,,
left_interosseous_artery,236.61,-99.067,911.56,1.4E-06,800000,0.0002,0.64021,Artery,,
left_interosseous_artery,239.68,-103.58,887.35,1.4E-06,800000,0.0002,0.5768,Artery,terminal,
