SegmentName:,X-coord:,Y-coord:,Z-coord:,Area:,Elasticity:,Thickness:,Radius:,Type:,BC:,Total Nodes:
right_ulnar_artery,-236.33,-122.76,840.03,3.8E-06,600000,0.0004,1.3637,Artery,,
right_ulnar_artery,-242.49,-128.93,795.81,3.8E-06,600000,0.0004,1.1212,Artery,terminal,
right_interosseous_artery,-216.16,-73.392,997.64,1.4E-06,800000,0.0002,1.2725,Artery,,
right_interosseous_artery,-221.55,-75.329,992.84,1.4E-06,800000,0.0002,1.1485,Artery,,
right_interosseous_artery,-221.84,-82.294,982.14,1.4E-06,800000,0.0002,1.0728,Artery,,
right_interosseous_artery,-224.36,-87.389,968.32,1.4E-06,800000,0.0002,0.97969,Artery,,
right_interosseous_artery,-227.88,-87.633,958.57,1.4E-06,800000,0.0002,0.91864,Artery,,
right_interosseous_artery,-233.09,-87.383,944.45,1.4E-06,800000,0.0002,0.83797,Artery,,
right_interosseous_artery,-236.02,-94.261,923.14,1.4E-06,800000,0.0002,0.7409,Artery,,
right_interosseous_artery,-237.46,-101.42,902.96,1.4E-06,800000,0.0002,0.59094,Artery,terminal,
right_common_carotid_artery,-15.473,-100.11,1348.3,6E-05,400000,0.0006,2.7247,Artery,,
right_common_carotid_artery,-17.795,-97.473,1364.8,5.6E-05,400000,0.0006,2.5548,Artery,,
right_common_carotid_artery,-19.551,-93.18,1382.4,5.2E-05,400000,0.0006,2.3733,Artery,,
right_common_carotid_artery,-22.335,-92.023,1402.7,4.8E-05,400000,0.0006,2.171,Artery,,
right_common_carotid_artery,-24.394,-92.892,1418.7,4.4E-05,400000,0.0006,2.0034,Artery,,
right_common_carotid_artery,-25.959,-92.391,1430.9,4E-05,400000,0.0006,1.7507,Artery,bifurcation,
right_external_carotid_artery,-28.478,-94.678,1441.9,1.6E-05,400000,0.0005,1.7171,Artery,,
right_external_carotid_artery,-33.383,-94.5,1453.7,1.6E-05,400000,0.0005,1.6526,Artery,,
right_external_carotid_artery,-38.612,-94.665,1469,1.6E-05,400000,0.0005,1.5839,Artery,,
right_external_carotid_artery,-47.758,-89.245,1488.3,1.6E-05,400000,0.0005,1.3932,Artery,terminal,
right_internal_carotid_artery,-27.709,-89.992,1441.7,2.128E-05,400000,0.0004,1.7089,Artery,,
right_internal_carotid_artery,-28.635,-88.634,1452.7,1.984E-05,400000,0.0004,1.6916,Artery,,
right_internal_carotid_artery,-27.351,-90.35,1475.3,1.912E-05,400000,0.0004,1.5922,Artery,,
right_internal_carotid_artery,-18.29,-94.52,1497.7,1.84E-05,400000,0.0004,1.8968,Artery,,
right_internal_carotid_artery,-13.403,-96.616,1512.3,1.696E-05,400000,0.0004,1.4334,Artery,,
right_internal_carotid_artery,-13.5488,-108.882,1524.47,1.552E-05,400000,0.0004,1.4288,Artery,,
right_internal_carotid_artery,-12.567,-111.21,1530,1.408E-05,400000,0.0004,1.4185,Artery,,
right_internal_carotid_artery,-11.45,-108.65,1534.1,1.336E-05,400000,0.0004,1.4085,Artery,terminal,
right_vertebral_artery,-19.7886,-86.3396,1375.66,5.31E-06,600000,0.0004,1.2354,Artery,,
right_vertebral_artery,-16.2668,-81.9672,1396.61,5.31E-06,600000,0.0004,1.6251,Artery,,
right_vertebral_artery,-15.7366,-79.4819,1414.08,5.31E-06,600000,0.0004,1.6251,Artery,,
right_vertebral_artery,-16.844,-77.254,1430.7,5.31E-06,600000,0.0004,1.488,Artery,terminal,
left_common_carotid_artery,16.924,-100.78,1316.8,6E-05,400000,0.0006,4.0178,Artery,,
left_common_carotid_artery,16.068,-101.31,1326.3,5.71429E-05,400000,0.0006,3.7641,Artery,,
left_common_carotid_artery,14.859,-102.89,1340.5,5.42858E-05,400000,0.0006,3.534,Artery,,
left_common_carotid_artery,18.371,-106.4,1355.4,5.14287E-05,400000,0.0006,3.5577,Artery,,
left_common_carotid_artery,20.973,-108.63,1370.49,4.85716E-05,400000,0.0006,2.944,Artery,,
left_common_carotid_artery,22.878,-108.272,1386.09,4.57145E-05,400000,0.0006,2.3733,Artery,,
left_common_carotid_artery,25.1425,-106.766,1399.16,4.28574E-05,400000,0.0006,2.171,Artery,,
left_common_carotid_artery,27.9803,-105.982,1412.36,4E-05,400000,0.0006,2.0034,Artery,,
left_common_carotid_artery,31.3624,-105.377,1423.99,4E-05,400000,0.0006,2.0034,Artery,,
left_common_carotid_artery,34.026,-105.6,1436.4,4E-05,400000,0.0006,1.808,Artery,bifurcation,
left_external_carotid_artery,36.1741,-110.501,1448.5,1.6E-05,400000,0.0005,1.7171,Artery,,
left_external_carotid_artery,39.5236,-113.447,1461.2,1.6E-05,400000,0.0005,1.6526,Artery,,
left_external_carotid_artery,44.5361,-114.5,1477.75,1.6E-05,400000,0.0005,1.5839,Artery,,
left_external_carotid_artery,49.7685,-113.333,1495.68,1.6E-05,400000,0.0005,1.3932,Artery,terminal,
left_internal_carotid_artery,33.905,-105.53,1449.8,2.1336E-05,400000,0.0004,2.033,Artery,,
left_internal_carotid_artery,31.05,-105.46,1462.2,2.0008E-05,400000,0.0004,1.8498,Artery,,
left_internal_carotid_artery,26.631,-104.92,1479.2,1.9344E-05,400000,0.0004,1.7487,Artery,,
left_internal_carotid_artery,16.937,-97.652,1500,1.868E-05,400000,0.0004,1.6784,Artery,,
left_internal_carotid_artery,13.268,-96.602,1513.1,1.7352E-05,400000,0.0004,1.5956,Artery,,
left_internal_carotid_artery,14.0184,-110.555,1524.89,1.6024E-05,400000,0.0004,1.5427,Artery,,
left_internal_carotid_artery,12.625,-111.56,1529.5,1.4696E-05,400000,0.0004,1.3754,Artery,,
left_internal_carotid_artery,11.805,-109.21,1535.6,1.2704E-05,400000,0.0004,1.4197,Artery,terminal,
left_vertebral_artery,20.4733,-86.651,1369.85,5.31E-06,600000,0.0004,1.3483,Artery,,
left_vertebral_artery,16.1972,-80.457,1394.72,5.31E-06,600000,0.0004,1.6235,Artery,,
left_vertebral_artery,16.1881,-78.279,1413.82,5.31E-06,600000,0.0004,1.47,Artery,,
left_vertebral_artery,17.8022,-76.7183,1431.2,5.31E-06,600000,0.0004,1.47,Artery,terminal,
